,DRAFT_NUMBER,active_cap,dead_cap,OWNER_NET_WORTH_B,Capacity,STADIUM_YEAR_OPENED,STADIUM_COST,Followers,Age,is_USA
0,0.5504717697690054,0.42667237714776285,0.40943457652229254,0.4198740126472024,0.4552600433221089,0.45769566157312563,0.4163607980269491,0.15382736599496338,0.882958684910979,0.43564524429378093
1,0.5590511839098852,0.45966673194953256,0.45926037271562525,0.46945648310500576,0.4201237888024004,0.44788747918118965,0.48676764579986986,0.42870197003681465,0.7969158844772362,0.4421305465292725
2,0.47182512379918706,0.44164989542518235,0.3842672426195272,0.4677136498550147,0.4707843572867717,0.4369021655515169,0.4975110273735909,0.44629593233652337,0.7091566906211413,0.43125979800894715
3,0.4370027311089442,0.4255550989976204,0.361219507511218,0.4307078681139923,0.5015726988719753,0.423504350564479,0.4357295102400482,0.44245811815926367,0.770790785194281,0.4201978597504005
4,0.49780197183531094,0.46511651993704584,0.492003073548472,0.4675207252874991,0.42517314873524614,0.4536754528172638,0.43675919597588897,0.42531605274415984,0.7136581867319378,0.42580393552510076
5,0.5486625675389919,0.4310002505613328,0.45829407720169685,0.45950599926323377,0.4681054989894458,0.43704694874478067,0.49171718267278586,0.4487077201622244,0.7158442506051931,0.490895762123903
6,0.5937209024086051,0.41588436406862966,0.4291655685225278,0.47325921502406565,0.4403945917788012,0.42931072463070696,0.5098334708976949,0.4487361299912868,0.70254465859879,0.44225801654107844
7,0.6226256669055402,0.42220794225452474,0.4103912435065688,0.4358224315195688,0.46270323717319956,0.44912947966000566,0.45031669571142025,0.4467462464592387,0.8004449028379077,0.4382101422232375
8,0.553499410232733,0.42799956932232097,0.38276662053626687,0.43599952310837314,0.4983315508000953,0.4435463381308374,0.4654014117869858,0.40707135255631693,0.7909574020912344,0.429289675258927
9,0.5555972605237399,0.41727918111168993,0.40218491605132395,0.43928499767200396,0.48489829986846433,0.4232503431237834,0.5011749303494711,0.4418539528164978,0.7348555550192093,0.42374733198369946
10,0.5640417368877995,0.4453462375073451,0.40571692648933466,0.45364729432911743,0.5033701083573294,0.4438484779119114,0.45914142584687995,0.4485211620844452,0.6787924628869646,0.4405683332237931
11,0.5330576425075905,0.4333621323762942,0.44860644670059396,0.4623870914196549,0.39821633201872114,0.47636074950083906,0.43292358653115787,0.44751727785524326,0.7076199539805612,0.4356937188786891
12,0.5165957076609901,0.45203693420619756,0.42012748452938675,0.3145861897642614,0.4234626510276144,0.4751718433793737,0.24298371459065204,0.44733978607737457,0.6356544220008714,0.48438676245491197
13,0.3951144352006813,0.4377455903496754,0.420471943075059,0.4436862080762664,0.4944563572685266,0.4412333394523742,0.4614975032868483,0.4464239774171278,0.6502738381574886,0.4139631138320949
14,0.6025547681088936,0.4486256287317432,0.373255266915684,0.2961408093987491,0.4277959695272627,0.4760879817914966,0.22663348759978988,0.4511166391918346,0.6961080252480091,0.4538277753636259
15,0.5095455794623669,0.4217771135898971,0.35580500506645824,0.4514685020169905,0.41166230824960803,0.4761544756914182,0.2877493144004216,0.34320270930535457,0.8340136609833656,0.4435878192007242
16,0.4788644512810913,0.45318966872579936,0.41677779735787374,0.4599469800682482,0.3703352170037195,0.4816101645141416,0.3901351063508259,0.4432905588112682,0.6968246058481135,0.4427585545969077
17,0.5236564314324715,0.4580020652470007,0.45558392498610234,0.47153126713049276,0.4345138058508489,0.43967508419538387,0.49789319921682684,0.4458018826076528,0.7554089044621354,0.4092745300946892
18,0.47625838213970706,0.4235159746530865,0.5380842909976905,0.4636267302259851,0.4576334621741924,0.43953440451354303,0.49719166351211896,0.4480409312185321,0.6390190553351263,0.43415713142061174
19,0.5317247869041178,0.4742781555101594,0.4890469090813496,0.4607311742031892,0.44828026235344537,0.4622492307041351,0.44544674723013505,0.4455298132522915,0.8287477821238733,0.41664289076921385
20,0.3242842313659398,0.44360100216597836,0.4049793571799254,0.29875340947535733,0.4183369572917646,0.48418979781798926,0.19450746326781365,0.44558454664427716,0.7738099253893457,0.4936286585642639
22,0.47917994594391866,0.4348975131300541,0.36330494513136574,0.45559973317464,0.5026455845392941,0.43525522912354925,0.5108601388935797,0.43399437424713133,0.5900452897656373,0.43238617372835514
23,0.5075888563632384,0.4425173332034323,0.38808636838945576,0.42253299906739167,0.4492599087634738,0.45641456246166767,0.42025252019994785,0.41513464938288785,0.5743698616792564,0.495050577703557
24,0.5204720530103412,0.4452573334160085,0.4037747821202034,0.4185906472471269,0.473811638623605,0.4330102028829187,0.4898918435864012,0.44278588644565264,0.4602629581661695,0.4768086637881946
25,0.566157306462364,0.4367797972237652,0.4124824276938221,0.45269669687274017,0.3981928386954511,0.46322930420983516,0.4088531803466524,0.4466435756050691,0.61911735402268,0.4768122029308872
26,0.5437365351502236,0.4691952044871255,0.4837907346671844,0.46221097105932224,0.4466444583501866,0.45314112031562787,0.4502872551721314,0.4490533589005953,0.5103246033204143,0.47233851812170774
27,0.46555411880177644,0.4411390702685493,0.40223491199128536,0.4182512609698854,0.4681625208766796,0.4444509281185839,0.4339803422706506,0.4200339521514114,0.6182003138113725,0.4386343304073418
28,0.5607209448016685,0.45034742266099004,0.45316870203978865,0.4672619616794474,0.4838967010039655,0.43953953787583544,0.4921692430224527,0.44858873247691694,0.5664841545485387,0.43560597731671324
29,0.5398320313020144,0.4367184733304896,0.4566982392050233,0.4102845139125507,0.4364053111440049,0.4541440259476417,0.40334735491554247,0.4474190229359551,0.596854987196891,0.44386739361718824
30,0.39326892536049496,0.4631651962656886,0.45434586663479437,0.31832007806741586,0.4433076279074523,0.47836693427673815,0.21865726105690025,0.4525920818416561,0.5616372380111135,0.42194886595628794
31,0.427562254242819,0.4523768239533012,0.47633747822397615,0.45615990601771944,0.5191219102690444,0.4384273847948909,0.449908850231811,0.4496238460297627,0.639505202294019,0.47738904111089564
32,0.4278691042168869,0.494388864945186,0.4960154353515422,0.45361539727991873,0.5042964071063986,0.47202424790362046,0.36754001203112574,0.4479365439555771,0.564380991330216,0.43582046578093764
33,0.45163761903465954,0.4717229324110042,0.41482127118046497,0.4650876599128605,0.39964847493507116,0.46289279365352953,0.4426000693186131,0.4478667283664932,0.588521147761377,0.48674995967611273
34,0.4910420472349553,0.44952292456085147,0.4336986538251401,0.4376767671249696,0.45111754390711345,0.44514310544053826,0.4371640521398669,0.43967932281004257,0.42963219208771325,0.4354422173375051
35,0.5344027590046299,0.4565148407244761,0.4565847215870032,0.46038092525626806,0.41801894127105393,0.45691758527449994,0.4505221223476218,0.4475696126155543,0.49863687195155104,0.428682402258357
36,0.5475843990978013,0.4226297416293268,0.3595074482318461,0.4535939067652369,0.3769378316739937,0.4794309252167744,0.40668279423267784,0.43318805919910985,0.6520056659643056,0.45516793636073694
37,0.5347700768663342,0.4306730574543483,0.3910566037520767,0.4244949926103251,0.5046798192446482,0.4354892134232346,0.4650061654280541,0.44494791219651747,0.5632465274766127,0.41060014561327846
38,0.5915410220657883,0.46500326372290074,0.4643068233404673,0.45529329591421164,0.42128365607897217,0.4569381860716731,0.4386156559527973,0.44411545011301495,0.6447163864637816,0.42940548817406354
39,0.41701976647828093,0.4510551525169281,0.39236929925007447,0.46816735062100406,0.39036618019987585,0.469683628977023,0.4198567340349441,0.44660957334789925,0.6195500181014049,0.4246383342973139
40,0.3415687541848731,0.4371905109834956,0.40452590484574213,0.47509247948364214,0.4395737908531443,0.46177799442807244,0.34156296334169234,0.44228764267895215,0.6538123057172214,0.4274603710614849
41,0.3577037334871891,0.4475441157765182,0.4568130685658522,0.46277788499727396,0.49181263479288684,0.444078027392058,0.44369962134971,0.4490097988293168,0.6336903253158146,0.44791947415326433
42,0.5678570244316479,0.42338362006574487,0.4241670660315101,0.4287984371532365,0.464144611559535,0.44183771161997587,0.4430129448619458,0.4493137759924056,0.4554736117494915,0.4697525746811366
43,0.4269029077928988,0.43693698531317404,0.3737478446148304,0.44621038417393205,0.3706754500546523,0.4492700043746061,0.4652016805240349,0.45088187038103333,0.5656779176097178,0.43334968491825476
44,0.49016628815423086,0.489743608999929,0.4469699362519185,0.454254458704608,0.4995676827927413,0.4744575057012209,0.3884136233816754,0.43932437522098683,0.5046836536213442,0.5083754611061075
45,0.5760672310113322,0.4450258405699596,0.4039124113412156,0.46640087156110954,0.381230459376564,0.43667234544843064,0.518631883155865,0.44753208065522404,0.6343209172712702,0.47924089198636693
46,0.5597103064163688,0.47149533783084,0.46766700508023185,0.4427181182211844,0.4168970891095979,0.4529447218279735,0.4912814161863674,0.444769515907849,0.5238204735676667,0.43018499328295723
47,0.4629451254369612,0.4605074072355962,0.4987582482318459,0.47324238437939564,0.4402504704887319,0.4323570100928236,0.5123831404891692,0.44889388239166644,0.5413448574019502,0.4132607253473199
48,0.4468100572095247,0.41557799340666596,0.44180281038571884,0.47135489562399835,0.46301459029620223,0.43005092753882396,0.5127292769024356,0.4436438355384581,0.6246532967587417,0.46129891935376977
49,0.5604403342290869,0.44525687823635274,0.5353321515945061,0.4437297942186606,0.41947054668018974,0.479701405650564,0.4145620486239755,0.4477315705316893,0.6131290565254728,0.47695321618258163
50,0.38652770918338747,0.43785020945725306,0.5827302200820456,0.4656161942623418,0.4093958193574499,0.4856927477852754,0.38983582904609343,0.4183085796697909,0.5591574381861983,0.47038879002300504
52,0.4487047606629209,0.44450705905376886,0.4124595513399716,0.4729581130949538,0.3994224218569342,0.47185593534393055,0.41568853844387493,0.4454395298571905,0.5375036799128963,0.4252146245741562
53,0.4394925224415691,0.4495197447048443,0.38063933772767305,0.4572014934328788,0.38776751013993654,0.4528490970538256,0.4740229144879678,0.4529791139277614,0.3980929795718493,0.44515983565330763
54,0.27240355795278615,0.4661719144510967,0.4440695978794141,0.4528235692223979,0.41847175753322435,0.43360619211212603,0.47449400405513403,0.4478385810646372,0.586919951627415,0.4455604214792863
55,0.5167648195478303,0.4791899860742289,0.41824491112192475,0.4673506589012988,0.42498382202509455,0.46650329026125514,0.4475979306843325,0.4467129346420332,0.4968192355244922,0.4293996545245462
