PLAYER_NAME,DRAFT_NUMBER,active_cap,dead_cap,OWNER_NET_WORTH_B,Capacity,STADIUM_YEAR_OPENED,STADIUM_COST,Followers,Age,is_USA
LeBron James,0.18734667464039406,0.03644397680268504,0.06760632628692183,0.04873400220877322,0.015223722147066679,0.01962681197455235,0.055085161950807066,0.5296908758784837,0.7884137026327641,0.020222903192921294
Chris Paul,0.2028564668420912,0.02319009678892279,0.022455483740348448,0.04088792578138586,0.04828245886247767,0.0018956631553488591,0.07218289921603781,0.03277489557065738,0.6328662570304459,0.00849882876014507
Kyle Lowry,0.045169934326603746,0.009367745858680446,0.11310361926150453,0.03773724659408365,0.04328844536463989,0.017950651383818152,0.09160469346553134,0.0009686795903422495,0.47421592994182654,0.02815087582971791
P.J. Tucker,0.017768850040829214,0.038463782798686175,0.1547691194958421,0.029148650060120854,0.09894734835279553,0.04217110751875294,0.02007056799832073,0.007906647544056648,0.5856375238989678,0.04814855408813854
Kevin Durant,0.09213066013835845,0.033042177448255876,0.08164746086143145,0.03738847919502594,0.039154268768938974,0.012359112732635943,0.018209110842963346,0.038895928165085726,0.4823536964707354,0.038013937801687575
Al Horford,0.18407601417598624,0.0286200838271108,0.02070862289815196,0.022899525374164547,0.038445628037917304,0.017688913556798375,0.0811306300693469,0.003378487873777166,0.48630564421876527,0.07964567268156136
Mike Conley,0.2655320902327742,0.05594645566114382,0.031936806139012446,0.04776247233501241,0.011637073035729315,0.03167439380012373,0.11388110253970543,0.003429846922053496,0.46226275447411885,0.008268389552827746
Jeff Green,0.31778587861796626,0.0445147444669135,0.06587687181904328,0.01990258565655841,0.02867946491039195,0.004140941071623566,0.006287180260276145,0.0001546055345903664,0.6392459865222718,0.015586102447868023
Russell Westbrook,0.19282001742147226,0.03404469000764982,0.11581643114813518,0.019582440982307457,0.0930880283370103,0.005939372629330334,0.033557202266037416,0.07187854258618365,0.6220945630579491,0.03171244704478585
Kevin Love,0.1966124934052055,0.05342491720043157,0.0807122010565043,0.01364298789458638,0.06880351114890287,0.042630300012548916,0.09822826624467508,0.008998852531909164,0.5206741192598046,0.041731848258681495
Eric Gordon,0.21187834623711876,0.0026855298859868966,0.07432706251507928,0.012308208218286485,0.10219668998746798,0.005393166899425737,0.022240452684057405,0.0030412297613838834,0.4193237363134337,0.011322984737499514
Brook Lopez,0.1558655629043941,0.024350293845899207,0.003195406566176763,0.028107939371305294,0.0878865735714693,0.05336939939237074,0.025143093122732697,0.0012264163572561731,0.4714378304634213,0.020135271249038824
Nicolas Batum,0.12610581654921144,0.00939701291961187,0.048275777797811836,0.23907243661455774,0.042246492028417605,0.05122010500434053,0.3685147854795529,0.0009055482250268773,0.3413391514987273,0.06787875822928785
DeAndre Jordan,0.09349415651889337,0.016425915572928215,0.04765306855770729,0.005686517004603746,0.08608248631270173,0.01012079199406105,0.02649974953216244,0.0007372007784894235,0.3677680081595485,0.059419674933614865
James Harden,0.28150187780793434,0.0032300837170532912,0.1330109756291844,0.2724178390044825,0.03441275556939977,0.05287629224426125,0.3980725874034639,0.007733311285905355,0.4506266632387615,0.012634480285265303
Stephen Curry,0.11336065451828069,0.04529359288523537,0.1645574111358144,0.008369405931086876,0.06357905169521319,0.05299649935175238,0.2875879131540655,0.18733973472727586,0.6999313030768931,0.0058643835718467634
DeMar DeRozan,0.05789557091335032,0.01148091664062556,0.054331313882974325,0.023696726738303066,0.13828981700460616,0.06285924726583147,0.10249574532152372,0.006401768386228135,0.45192209157620117,0.007363521096448869
James Johnson,0.13887013316699287,0.02018072639473003,0.015809232687213893,0.044638702768962014,0.022268307996930047,0.01293779261210802,0.09229558048805273,0.0018618185043510994,0.5578302902386978,0.06789565688875374
Jrue Holiday,0.05318434119738052,0.042150094552976,0.16495269529797152,0.030348947905481927,0.019514368633263238,0.013192112146031963,0.09102735018067556,0.002173072470749185,0.3474217071325904,0.022913101036582038
Taj Gibson,0.15345603783598322,0.04960450479833604,0.07630333178676052,0.02511438625321982,0.002605733265193285,0.027858715572393587,0.0025038292392068322,0.00235366317986169,0.6904116918913429,0.0545751968918543
Patty Mills,0.22154039895941038,0.005840551584456532,0.07566043406285251,0.2676948027150637,0.051512677724102035,0.06752268644158563,0.45614974219391424,0.002254716617559453,0.5910954999630912,0.08458617971121285
Paul George,0.05846591949203488,0.02157464549710305,0.15099908303704768,0.01583781062580302,0.1008869019695248,0.020927969069516137,0.11573710425032022,0.02320733207921755,0.2588873486800577,0.026114623347706922
Kyrie Irving,0.10982330707643868,0.00779959917520353,0.10619943605590382,0.04392710908032708,0.004376729742790935,0.01731085188228423,0.048049739555957205,0.05730178289950701,0.2305494425999676,0.08715671308361746
Tristan Thompson,0.13311344083255044,0.002846249950840745,0.07783805464887829,0.05105405930875248,0.04876113890931697,0.024986508438478612,0.07783079752332264,0.007314110812944159,0.024267949231809322,0.05417913566716645
Jonas Valančiūnas,0.21570285499155484,0.018171868222553882,0.06209644676492889,0.010589726188335787,0.08792904460217217,0.029630484131429942,0.06865736962955565,0.0003402130348778865,0.3114435801227063,0.05418553369933982
Bismack Biyombo,0.1751707745554179,0.040415588902688614,0.06680126421890811,0.02778955047565906,0.0003386172152691137,0.011393150974702703,0.00623395790260985,0.004003330656574813,0.11476896718029868,0.04609804420585659
Klay Thompson,0.03383326461833055,0.010291211259076918,0.0806218188198815,0.051667598946102275,0.03854871172240101,0.0043040625329069755,0.023232699043963145,0.048444864863983216,0.3097857625985873,0.01481925864269788
Alec Burks,0.20587504643655094,0.006342728228831756,0.011443013110205156,0.03692068853615254,0.06699282921015955,0.013182832097281572,0.08194786094207875,0.0031633829444032507,0.21629372806292652,0.020293889701363768
Markieff Morris,0.1681122455763937,0.01828272903847548,0.01782368049006276,0.06606981679693474,0.018848860758370507,0.013206195257757215,0.07861075422851761,0.0010487919466332927,0.2711978619992022,0.005358971310535854
Kawhi Leonard,0.09683045357338453,0.02951459100879701,0.013571081290378817,0.23232234496665033,0.006370911010181752,0.056996163190068234,0.41249194221650315,0.010400604007543645,0.2075315134134309,0.04498309990502736
Nikola Vučević,0.03483526414256374,0.010011462731497714,0.053327330375876676,0.01685048634678283,0.1306726639877736,0.0151933729905848,0.005549880655286491,0.005034652455223271,0.3483005594858601,0.05522833687373549
Tobias Harris,0.03428054335898336,0.08596047532861353,0.08890097453036444,0.012250545002917395,0.103871245015702,0.04552990863838403,0.14334296552996728,0.001984362061201631,0.21249164741648344,0.01990613927305263
Cory Joseph,0.00867513423568693,0.044985194077781815,0.0578683053279135,0.032990004219144706,0.08529755774462759,0.029022143206000786,0.007650029466088316,0.0018581500307694263,0.25613201767847654,0.07215092614292219
Anthony Davis,0.07991012571385929,0.0048522075324958025,0.02374193293994598,0.01655033345558634,0.007734946812102541,0.0030527502495075677,0.01747721529746284,0.01293013023299494,0.031093248023776162,0.020589933604273757
Bradley Beal,0.15829725311232434,0.01749213447371916,0.01761846430209501,0.024481209173631387,0.05208758439117382,0.01822021225073713,0.006658548793944416,0.001321026693539471,0.09363998543925642,0.0328102700299251
Damian Lillard,0.1821269104019169,0.04375221912241801,0.15786416575399487,0.01221169463250311,0.12635366616049645,0.05891963697411786,0.07258097527069564,0.024664981591514985,0.3708987917953133,0.015057211980952103
Andre Drummond,0.15896128723090822,0.02921158076030802,0.10082986973558009,0.0403802337717608,0.10456437422983192,0.020504974239965484,0.032842679244737515,0.0034056189783249202,0.21044077327400382,0.06549922038589803
Harrison Barnes,0.2615913210163128,0.03283743382162586,0.03157841441895234,0.015283835941965343,0.04618566062970543,0.01825745419688723,0.014853018214537406,0.004910536879833812,0.35772129407473674,0.03150308143805948
Jae Crowder,0.053893884210548054,0.007622156280289184,0.09845678993739541,0.038557442995932785,0.10207801149995406,0.041298557623677595,0.04876523843410383,0.0004016820273049107,0.31222574657835855,0.040121101825396736
Draymond Green,0.19029358503655935,0.017429383359283415,0.0764801813502708,0.05107663229703869,0.013120909992887172,0.02700681863512375,0.19030405421449678,0.008214831673007777,0.37416481983337085,0.03501944767362784
Khris Middleton,0.16112490614446615,0.0012749337381176276,0.018031268035565238,0.02881441269085102,0.08130318722664909,0.004978189298968681,0.0056622686136940156,0.003924583128780998,0.3377884741528409,0.0019535034169157594
Alex Len,0.21877559073693306,0.04238936405724108,0.04097305658757603,0.032600503177838566,0.03128516931043714,0.009028213122899248,0.00690363655448684,0.004474110468761917,0.015609809358823432,0.041423197564124534
CJ McCollum,0.03602722506894707,0.01788770492315756,0.13212049783851362,0.0011233328353542878,0.1376747465785871,0.004394980457086648,0.033196129779911376,0.007308898218820994,0.21483621975599476,0.024372795982225727
Dennis Schröder,0.07832693586688995,0.07756282089494057,0.00023693684399561882,0.013405834833534556,0.09532269727716204,0.04992873141723174,0.10560782765811602,0.013571801477191447,0.10457130610885078,0.11124532439992976
Kelly Olynyk,0.23361793263731523,0.0032647407612278858,0.07758924970933055,0.035364017113770366,0.11859349017958379,0.018366118214126845,0.12978679772774446,0.001253176733644549,0.33892845294704665,0.0585760971960856
Kentavious Caldwell-Pope,0.204048022925427,0.044573750519510846,0.03765292249567446,0.0074366216447699935,0.05411565922101595,0.01103810345689468,0.08034285510464247,0.003728122277514686,0.1391666870657309,0.030093898706777436
Mason Plumlee,0.029116748516015277,0.024709862465236005,0.09385940841421438,0.04773204603813576,0.01189761428249626,0.02616734481631038,0.11849037364024345,0.003715030374900295,0.17084711968108005,0.06068944688520733
Rudy Gobert,3.924900088151724e-05,0.056500309954234794,0.009091307380119651,0.04431985985341173,0.0292423264474549,0.03033626126998021,0.11911611611756184,0.005763117711956426,0.3214514104961301,0.02614075108928077
Steven Adams,0.20536776102068527,0.0028470728207749887,0.15997740100508592,0.0056077223455639705,0.04946338443481753,0.059408609204910555,0.05833692589228387,0.0016138128421376002,0.300617986644789,0.054440456260978536
Giannis Antetokounmpo,0.10901716706882783,0.01623678603454543,0.24566322759039505,0.03394548413938009,0.06767639110608249,0.07023970662665852,0.1030367762991699,0.05156397861801359,0.20304855230074736,0.042573342268641026
Zach LaVine,0.0033731377175413566,0.004202589601181449,0.06213780244357756,0.04721814281793772,0.08570621458349564,0.04522563462259332,0.05630046713336277,0.0025168767365979497,0.16390307156182599,0.03907928914570253
Elfrid Payton,0.013267826362464314,0.004846459015683772,0.11966211498402812,0.018733459253522662,0.10677586521072031,0.010865233802409724,0.049143081854407134,0.01110027733366997,0.0881095691851186,0.0030225055482175447
Jordan Clarkson,0.315329840838435,0.03495011073000374,0.0049934281565901534,0.010819084947421153,0.05126898699001608,0.02390908417214304,0.04999471358542243,0.0018072655769525204,0.2532373888740855,0.002298329886089238
Gary Harris,0.12641153558557666,0.058484070574668444,0.05167907805187833,0.03708103462253818,0.03949653199101721,0.035549168306537905,0.0013722198628927402,0.00021482635549964304,0.09035407770685638,0.03151362746022966
Spencer Dinwiddie,0.1668285709294617,0.013835185288358056,0.06576225364670717,0.04888599764577668,0.016760007748571067,0.005148843453447223,0.03868131291218563,0.0021215654160224758,0.1502938709761854,0.006482799382562459
Jerami Grant,0.26353355106974985,0.007050061062128643,0.16387759675787986,0.017931285573681073,0.025669137477749997,0.019849699483125,0.02384293419122357,0.006362987965585063,0.05339036449674851,0.018902776506788233
Doug McDermott,0.28499192738398066,0.0016695566684458971,0.087176045644516,0.03734896286771148,0.05592449706204896,0.04239440170222277,0.03423909680669904,0.0038368981487366806,0.3473857715138045,0.031321415470676406
Aaron Gordon,0.24746896453885717,0.023828906771325032,0.07956499299749123,0.008429887125276573,0.05655344616534826,0.0010804444269301495,0.05985148411667539,0.0017899447766766437,0.12315546473267829,0.02834079707582031
Marcus Smart,0.3402846579604551,0.011860440614958771,0.04418559827569211,0.019776893776708496,0.07718116944922629,0.008132949775230066,0.024136746291459028,0.001546197241616429,0.3339529994942357,0.0025880843594564633
Kyle Anderson,0.01589006481871991,0.021020931605020235,0.09528396523521933,0.002155487019611392,0.003810268954111048,0.0031907070008973587,0.03112860956487406,0.0006734786850076301,0.17856915404885834,0.024672017570395784
Dwight Powell,0.11435717150402659,0.04238081618954243,0.15754201273066373,0.00656796924610079,0.030092829793548676,0.037877637778278635,0.1388656366795063,0.0025096144639893555,0.2468480614953962,0.0036825662322627095
Julius Randle,0.17362505826198296,0.06253464552532718,0.058703620984127236,0.04371359225290827,0.027147630881593894,0.0347236158159242,0.12326181083816024,0.0007660251861130409,0.11821467724004744,0.0360139539211195
Andrew Wiggins,0.2086953028723017,0.024289846216131856,0.15731015967721942,0.013883029068932302,0.037843155817441076,0.006293555970633386,0.062371490500760615,0.0010391018270978717,0.09638795875224081,0.0703667834534966
Joel Embiid,0.3186801209355623,0.038947124171269436,0.2464509635327702,0.013731581216043783,0.06031234569747371,0.03100771496546818,0.10394977990576326,0.01702807658086845,0.1535744568134131,0.07862627779751791
Danté Exum,0.27121272085519565,0.023478133758935843,0.10668733046419764,0.043170931937153614,0.028234683858565195,0.005073944636550306,0.03772736947975321,0.0016201876761202272,0.1182744355433244,0.06161530389416225
Dario Šarić,0.1924658157745878,0.03931804963137183,0.05509448813378122,0.0036751168412402346,0.051269315933984726,0.013396872792655187,0.07878993844582542,0.0013400563923747582,0.09136410098564295,0.03908372866789821
Clint Capela,0.04473062464308648,0.01309979872011898,0.012848504884026713,0.029512110602141175,0.16462321817178852,0.0005552583420831839,0.019633268568751208,0.000645360370527604,0.19726892437414664,0.056664806930413876
Bogdan Bogdanović,0.049879754511098856,0.0025054377114651105,0.05557705505415218,0.2676110653583033,0.025097959840767334,0.058011923775316415,0.4190315320192814,0.001351158752406007,0.24500867117862626,0.06973792331081596
Jusuf Nurkić,0.1033534564894259,0.029927445442101828,0.16846468401561682,0.03368467372145336,0.028343092039410593,0.009105937475165025,0.059079464066078315,0.002116838842215219,0.0030946403709502515,0.05096502303790336
Vasilije Micic,0.3078560684954796,0.022745171686640503,0.05023835545981085,0.029754455156757176,0.03077912486744192,0.0003550321199049142,0.11623131170150892,0.003340387930266123,0.07304844233722016,0.066149895240915
Nikola Jokić,0.39180348151475813,0.014420309840317093,0.011158176695309906,0.014501884905765334,0.048973702373992366,0.03383162735152487,0.05327157108410756,0.005431500279370257,0.14800103057069378,0.07644855408679226
Kristaps Porziņģis,0.1667130792070526,0.057832185181667876,0.05418420063627563,0.027318220717593603,0.02954903410455015,0.02622185121990646,0.062386237034984374,0.0010161217576362968,0.05686998746717948,0.05918619228204312
Tyus Jones,0.019169504017024382,0.025615928040059358,0.024338321367470467,0.004058291582338337,0.0909874836428286,0.031294769834149895,0.03420266196617712,0.003408165910221167,0.04784890158576503,0.0034307157199269774
Delon Wright,0.015576806701863812,0.027565892834004853,0.07746517715821878,0.05212531482401845,0.04452391286408011,0.08711118696680442,0.0933799758783618,0.005512710976086899,0.12056329830445775,0.02122604659868113
D'Angelo Russell,0.26883547574955596,0.1293508092527777,0.8504802148311789,0.0053372942798675434,0.07747626792060415,0.03410579914835444,0.16063729438072655,0.0062330486574214425,0.04556254519223355,0.002750517579231487
Karl-Anthony Towns,0.09527951298560136,0.04116838715356873,0.0015812095018617413,0.05829446551159456,0.07693986796921608,0.1128833834985488,0.14577871629893466,0.007588805691359703,0.07849634510560749,0.046889274074265484
Richaun Holmes,0.05427507242791619,0.0008719745491786201,0.002202165738593644,0.025866596927112788,0.0739275876250917,0.009562216236576892,0.00897291565014548,0.0004880741168864938,0.15626689734314841,0.03845902162793616
Devin Booker,0.011160129517988088,0.016214829029892536,0.031116203641329478,0.009429412442792237,0.058814448677928656,0.018985431969159805,0.028122790784011226,0.011477640799405662,0.06384396419573676,0.00962202036261867
