,DRAFT_NUMBER,active_cap,dead_cap,OWNER_NET_WORTH_B,Capacity,STADIUM_YEAR_OPENED,STADIUM_COST,Followers,Age,is_USA
0,0.42386456782274096,0.3470769107523887,0.3704899614514127,0.3552118146690466,0.3804263627718534,0.3765864959078419,0.3712902923241076,0.584918673760822,0.7949293746441328,0.36545070627061305
1,0.4621722029909767,0.38753179029218565,0.3791395108288319,0.38828094916435635,0.3582237309244145,0.3771931769808327,0.37875228007083905,0.38407464590949975,0.6960213467969378,0.3677711376506605
2,0.4189114276777329,0.36901282306821337,0.3638948587695975,0.37832736529271627,0.3972909297783325,0.37713441602155295,0.37647638469227707,0.38274783924294353,0.719016251569957,0.3587332506012405
3,0.3893545547947346,0.30934971462005334,0.3457800599338827,0.3707153332363415,0.3905102535656481,0.4027534234302958,0.37540491044906843,0.36177580762580436,0.9999999999999999,0.3645938368584036
4,0.4374631038215398,0.38689278458735593,0.37656357578799843,0.3865364740953637,0.357816097788497,0.36579446674471594,0.3721801247978902,0.38731257114321793,0.6548117504530425,0.3626778806175766
5,0.4833769116097885,0.3505022961358667,0.3730768226105027,0.3837928261501466,0.3820370741985099,0.3844862056323316,0.3784094042588674,0.3733510933265528,0.7050103855094576,0.3977634043448103
6,0.5121378369524461,0.34052675286321343,0.3737836196911039,0.3903157734963268,0.3720347493131606,0.3894020758370085,0.3801230022892282,0.3750316579312646,0.5990057123396556,0.3677220202974561
7,0.5588363276661338,0.3489795079043341,0.3659512026398157,0.3679181239309264,0.38597473563336926,0.36956733378694845,0.37353572542116187,0.3734365070542698,0.6966108891510137,0.3719731348346363
8,0.4625711778835505,0.34223417639199405,0.3657302216447699,0.3629073381691684,0.3940102770741938,0.37498870970477377,0.37379872245468,0.40071520864404747,0.7814471637411291,0.3651916070555156
9,0.4799565075373508,0.337163719354222,0.36032165270687955,0.3733205242586451,0.40351417462768197,0.39115962745600497,0.37978765961054606,0.3803300084070742,0.8242833602039681,0.3539892243449379
10,0.5031385403765524,0.3670201417591952,0.3671378386809181,0.3778311576788069,0.40252153706403143,0.37444230484384844,0.37428831339903834,0.37604834782794183,0.6228516808519434,0.37121754667569073
11,0.4705067746990691,0.3551041584009278,0.368594106784467,0.38390783248570554,0.3461610320535478,0.34829894175936066,0.372475158722581,0.3708739969643402,0.7151361165813028,0.3639158246953986
12,0.4162960724807557,0.3738091557006447,0.3660474313932781,0.2744368547318033,0.3602572903520478,0.34856014490084936,0.3472568137992291,0.3741913978511512,0.5855808716617892,0.3985575723234353
13,0.3268566386941206,0.36173822008063045,0.3722246708713306,0.37672065465696736,0.38789114474745384,0.37505684109344445,0.3753474942431407,0.36906563721855035,0.5944010215874145,0.3567148193289452
14,0.45879111822880353,0.37541639330075277,0.3625645934282414,0.2610940235073315,0.36235036657644154,0.3442573090252635,0.3446256152191785,0.36543480665347494,0.6711446354418775,0.36661115945077305
15,0.3938648202479559,0.3503551975935559,0.36555257961415516,0.3759164420099041,0.3602263207975009,0.34891873079248,0.35535413192261955,0.4478975671688286,0.7237140048853056,0.36752613066283313
16,0.41603545791150914,0.38642314959257157,0.37010561073649184,0.37816561864510695,0.33915065380187953,0.3404237515590279,0.3657682835727486,0.37559793309362516,0.6653538585621517,0.36517641726238254
17,0.439407192128123,0.3810778513021109,0.36132724000757477,0.38679997084780104,0.3591296747769793,0.37529111640427393,0.37826255925494,0.36721034838486305,0.8040614770978469,0.35442106191312894
18,0.3947007101009864,0.34308595628121646,0.3846624593888047,0.3830170441579994,0.37975030887903,0.3827661106676367,0.37879058931298276,0.37540937535545676,0.5963148740292882,0.3651406365134693
19,0.41482164941034166,0.3938836500618223,0.37439142856988805,0.38061550769266356,0.36871007604984046,0.3621124445027712,0.3737477241071363,0.3710321911864948,0.8698357728654387,0.35419451757087633
20,0.22988633844113618,0.36777547106868325,0.3661157051199711,0.27343961618043644,0.3576244529802639,0.33588166782408985,0.3438426655892764,0.37391179606463437,0.7587832805419811,0.4017787976183178
22,0.3669313592655208,0.36116614902822025,0.35777058380386134,0.3792680108831613,0.4097385216231991,0.38636648804966595,0.3809460814605388,0.3799194478334954,0.5904342498663554,0.36431259306916014
23,0.4065739268670898,0.3677470629306179,0.3675639182334595,0.35325132019465305,0.37512394208804484,0.3701744254286424,0.3702221554340188,0.39689583424130875,0.5271676075445317,0.402152436914763
24,0.47023266062621527,0.3691050779514427,0.36120869577289344,0.3449429431353645,0.3946983502164328,0.3832664811330934,0.37743182262152986,0.37372005534785246,0.5461854212675805,0.395593306646111
25,0.47699337197385805,0.3708135459570734,0.36761203507063656,0.37639272085118664,0.34640536671744215,0.3526180464244112,0.36815136119077435,0.3692013253545386,0.5921439017783273,0.38860465695838387
26,0.4792484692245157,0.387349388761844,0.37610504470916045,0.386382193377769,0.3637436293011477,0.36764755675378596,0.3743567132026551,0.3707704611437211,0.5465948463229304,0.39303326462131816
27,0.40658704097571086,0.360134652405518,0.361996685582365,0.35090791259206955,0.38396062394219604,0.371459293543072,0.3706805964223032,0.39450964877675854,0.6509390758211191,0.36897763616702833
