PLAYER_NAME,DRAFT_NUMBER,active_cap,dead_cap,OWNER_NET_WORTH_B,Capacity,STADIUM_YEAR_OPENED,STADIUM_COST,Followers,Age,is_USA
LeBron James,0.4994921501737226,0.3739925711914729,0.5080584301839092,0.4554637047962649,0.5171418716507249,0.5643079459043188,0.5088694273504476,0.67706582754705,0.9999999999999998,0.4685740526337151
Chris Paul,0.5000131030576987,0.6027835151963986,0.5079282167276366,0.5535550443481227,0.4976746791200033,0.5109202164342933,0.5087923478182591,0.567302367221138,0.6470485533471175,0.5041691681958702
Kyle Lowry,0.5074428783725521,0.5064962830953992,0.5102157777310768,0.5066103565296887,0.5331670689865782,0.47747197406757785,0.5088533553254659,0.5415791751167156,0.5844837139326531,0.4961289044048669
P.J. Tucker,0.5175906534359168,0.48579489981180773,0.5093755150918615,0.5198305964136513,0.5200745132858525,0.5482309201520802,0.508764165398825,0.5769426365057733,0.5470431321216334,0.49704156160311774
Kevin Durant,0.5028185642427455,0.5144924681890614,0.5076876757072093,0.468486385191921,0.4984259401629004,0.5241042742274369,0.5087482207194751,0.5736743246953597,0.784688030808839,0.4826364945449551
Al Horford,0.503137636999495,0.47706013088988314,0.5090660566974315,0.5183742193786496,0.5105793378052277,0.5210753888579167,0.5088706566362544,0.5191249972025095,0.6972085269150854,0.5440785674658233
Mike Conley,0.4979904985473741,0.41537836015065,0.5092651570838134,0.5347700107924559,0.5088234553223513,0.538497891504402,0.5087910664870007,0.5337170547800391,0.7756808122595145,0.5039037113373479
Jeff Green,0.5038931744753317,0.4466508329731803,0.5098140489300055,0.48789795485320625,0.5234318910303528,0.5192131825107968,0.5088279885661738,0.4095168758740944,0.580937767505824,0.489228389835762
Russell Westbrook,0.4978850465607738,0.3185815499732948,0.5103172659615621,0.48165901017410667,0.5264786528719569,0.5382027674089288,0.5086059070878401,0.599804985573272,0.7136199324953332,0.48864764186035675
Kevin Love,0.5012175450052275,0.4921515990569738,0.5100311311384108,0.5006547743946581,0.5207077701945633,0.5018079361766905,0.5088640986341835,0.5520511340776243,0.6800283635540718,0.48515187058121806
Eric Gordon,0.49711921356314465,0.5376071056609873,0.5106753842345042,0.5295836468290711,0.55054169146672,0.49601145471124336,0.5084038927184802,0.5801038199740818,0.7036350355744458,0.49045475833735924
Brook Lopez,0.5023648109256835,0.4561161254235581,0.5086728722297746,0.49623092049002315,0.4763019084377912,0.4590606665852792,0.5090716683960607,0.48005152802862466,0.6556207994877213,0.49013623606224105
Nicolas Batum,0.513376690352455,0.5077661999121764,0.509291471961645,0.46567632039095985,0.5048458947854176,0.42170794049266525,0.5097476096350251,0.5919785789023084,0.646767978442077,0.5701238469449369
DeAndre Jordan,0.5167690370534629,0.4300893535475726,0.5099661177149684,0.4851131170395593,0.530850465852799,0.525659719469723,0.50868358420177,0.537529569251088,0.6194441146277762,0.4770633432586151
James Harden,0.500937810515105,0.5751865389869029,0.5089778897851521,0.46551090223079067,0.4986591638328498,0.4535025709476564,0.5092103156199848,0.4648835633714137,0.6663904343743696,0.4969964002017511
Stephen Curry,0.5026102623056239,0.386411550604832,0.509962203434593,0.5089739419463963,0.4706219059721206,0.3644142434227325,0.5099905909190828,0.6191637906532507,0.9953696449610769,0.49768680388414027
DeMar DeRozan,0.5046718302466122,0.5276890632481835,0.5094178815251423,0.535127718924464,0.4667676908935501,0.46755548900934474,0.5090536287519565,0.5457877979016947,0.6283372604471915,0.501262593521963
James Johnson,0.5056435964402316,0.5535881020497735,0.5093205645966788,0.5277255785519633,0.49547964621985285,0.5230386998843424,0.5088263085870057,0.4817845643777758,0.5873769806589371,0.49911116534957484
Jrue Holiday,0.5087662803103743,0.4327557850190768,0.5053442189490547,0.5241649802335827,0.5160278844995393,0.5248816523563506,0.5088057051739451,0.542665846301583,0.6318508970270285,0.495402614223649
Taj Gibson,0.5103338152148178,0.5936832555228528,0.5068861520129961,0.5562524475662768,0.5115911763545199,0.478121651642871,0.5088295396015824,0.5483372542889544,0.7658179931515792,0.4922753015664929
Patty Mills,0.53176710472355,0.4743279023331051,0.5097911274278057,0.44292044998188124,0.4881192509245602,0.43020625995516,0.509405930578608,0.5712596095628928,0.7074201757517412,0.5629740723573369
Garrett Temple,0.5040938162762638,0.5881438607072258,0.5067912355326795,0.5287927898948079,0.5126405184404046,0.5200677702565468,0.5089393753810686,0.5635253748701213,0.6862317440435157,0.5033529082574577
Paul George,0.507042547491838,0.44045528849412396,0.5119623296601497,0.487589068961863,0.5624275750346106,0.5468808066358789,0.5087893430543021,0.6636234585520882,0.789064813532242,0.4756395533686218
Kyrie Irving,0.5042343400078328,0.5009506567303224,0.5095192106235987,0.47164838518856456,0.5187491275620946,0.5129094212042801,0.5090172886020431,0.5604308181391293,0.5881679047640904,0.5645048435412621
Tristan Thompson,0.500869692832613,0.5109616992520146,0.510230251486885,0.46757726007093114,0.5222692293294928,0.5617412920377703,0.5087256684565094,0.5527430170174589,0.5417393620765637,0.5514001456347459
Jonas Valančiūnas,0.5013579861302054,0.4887614852305155,0.5097709453384895,0.5337997853468669,0.4907913094264585,0.4498817268450752,0.5089850924137543,0.5090621903727514,0.5936605550698986,0.5337185434070408
Bismack Biyombo,0.4987756530586991,0.5491005279771306,0.508644880522775,0.5574534117730039,0.49780870672650784,0.5162682322059001,0.5088300032993547,0.3777136890057184,0.6269813001156053,0.5558331871637943
Klay Thompson,0.5048103525956641,0.4591448945171813,0.5094912130427698,0.462606209449818,0.5258983029304957,0.5070920811928998,0.5089462833914515,0.5973081186888066,0.738959435090594,0.4893160556609589
